id,id_station,nbre_pdc,available
672,FR*V75*P9013*03,3,True
673,FR*V75*PPX15*27,6,True
674,FR*V75*PPX05*06,6,True
675,FR*V75*PPX08*05,4,True
676,FR*V75*PPX16*11,5,True
677,FR*V75*PPX18*08,6,True
678,FR*V75*PPX06*04,5,True
679,FR*V75*PPX12*02,7,True
680,FR*V75*PPX15*27,6,True
681,FR*V75*PPX17*04,6,True
682,FR*V75*PPX02*03,4,True
683,FR*V75*PPX14*03,3,True
684,FR*V75*PPX13*07,6,True
685,FR*V75*P9015*06,3,True
686,FR*V75*PPX15*20,7,True
687,FR*V75*PPX13*12,6,True
688,FR*V75*PPX03*04,6,True
689,FR*V75*PPX17*02,6,True
690,FR*V75*P9019*04,3,True
691,FR*V75*PPX06*01,5,True
692,FR*V75*P9011*01,3,True
693,FR*V75*PPX08*06,5,True
694,FR*V75*P9012*05,3,True
695,FR*V75*PPX15*21,7,True
696,FR*V75*PPX13*10,4,True
697,FR*V75*PPX02*08,5,True
698,FR*V75*PPX16*14,6,True
699,FR*V75*PPX19*06,6,True
700,FR*V75*PPX15*17,6,True
701,FR*V75*PPX08*07,6,True
